individual_id,tattoo,first_q,last_q,first_year,first_quarter,last_year,last_quarter,observed_quarters,expected_quarters,missing_quarters
1533,E060,7954,7979,1988,3,1994,4,6,26,20
1534,E061,7954,7974,1988,3,1993,3,8,21,13
1535,E062,7954,7958,1988,3,1989,3,2,5,3
1536,E063,7954,7974,1988,3,1993,3,8,21,13
1537,E064,7954,7970,1988,3,1992,3,5,17,12
1538,E065,7954,7977,1988,3,1994,2,6,24,18
1539,E066,7954,7962,1988,3,1990,3,5,9,4
1540,E067,7954,7974,1988,3,1993,3,11,21,10
1541,E068,7954,7986,1988,3,1996,3,16,33,17
1542,E069,7954,7958,1988,3,1989,3,3,5,2
1543,E070,7954,7959,1988,3,1989,4,3,6,3
1544,E071,7954,7970,1988,3,1992,3,10,17,7
1545,E072,7954,7979,1988,3,1994,4,11,26,15
1546,E073,7954,7982,1988,3,1995,3,15,29,14
1547,E074,7954,7965,1988,3,1991,2,10,12,2
1548,E075,7954,7955,1988,3,1988,4,2,2,0
1549,E076,7954,7973,1988,3,1993,2,12,20,8
1550,E077,7954,7969,1988,3,1992,2,10,16,6
1551,E078,7954,7956,1988,3,1989,1,3,3,0
1552,E079,7954,7965,1988,3,1991,2,11,12,1
1553,E080,7954,7974,1988,3,1993,3,12,21,9
1554,E081,7954,7957,1988,3,1989,2,4,4,0
1555,E082,7954,7961,1988,3,1990,2,5,8,3
1556,E083,7954,7998,1988,3,1999,3,16,45,29
1557,E084,7954,7955,1988,3,1988,4,2,2,0
1558,E085,7954,7957,1988,3,1989,2,4,4,0
1559,E086,7954,7973,1988,3,1993,2,11,20,9
1560,E087,7954,7979,1988,3,1994,4,18,26,8
1561,E088,7954,7976,1988,3,1994,1,19,23,4
1562,E089,7954,7972,1988,3,1993,1,5,19,14
1563,E090,7954,7954,1988,3,1988,3,1,1,0
1564,E091,7954,7955,1988,3,1988,4,2,2,0
1565,E092,7954,7993,1988,3,1998,2,8,40,32
1566,E093,7954,7960,1988,3,1990,1,4,7,3
1567,E094,7955,7967,1988,4,1991,4,7,13,6
1568,E095,7955,7955,1988,4,1988,4,1,1,0
1569,E096,7955,7956,1988,4,1989,1,2,2,0
1570,E097,7955,7969,1988,4,1992,2,11,15,4
1571,E098,7955,7966,1988,4,1991,3,7,12,5
1572,E099,7955,7955,1988,4,1988,4,1,1,0
1573,E100,7955,7961,1988,4,1990,2,6,7,1
1574,E101,7955,7961,1988,4,1990,2,4,7,3
1575,E102,7955,7956,1988,4,1989,1,2,2,0
1576,E103,7955,7979,1988,4,1994,4,10,25,15
1577,E104,7955,7958,1988,4,1989,3,3,4,1
1578,E105,7955,7955,1988,4,1988,4,1,1,0
1579,E106,7955,7974,1988,4,1993,3,6,20,14
1580,F001,7941,7955,1985,2,1988,4,14,15,1
1581,F002,7941,7950,1985,2,1987,3,8,10,2
1582,F003,7941,7947,1985,2,1986,4,6,7,1
1583,F004,7941,7953,1985,2,1988,2,8,13,5
1584,F005,7941,7972,1985,2,1993,1,6,32,26
1585,F006,7941,7942,1985,2,1985,3,2,2,0
1586,F007,7941,7975,1985,2,1993,4,13,35,22
1587,F008,7941,7941,1985,2,1985,2,1,1,0
1588,F009,7941,7955,1985,2,1988,4,13,15,2
1589,F010,7941,7943,1985,2,1985,4,3,3,0
1590,F011,7941,7950,1985,2,1987,3,5,10,5
1591,F012,7941,7946,1985,2,1986,3,6,6,0
1592,F013,7941,7981,1985,2,1995,2,17,41,24
1593,F014,7941,7946,1985,2,1986,3,5,6,1
1594,F015,7941,7944,1985,2,1986,1,4,4,0
1595,F016,7941,7942,1985,2,1985,3,2,2,0
1596,F017,7941,7944,1985,2,1986,1,3,4,1
1597,F018,7941,7941,1985,2,1985,2,1,1,0
1598,F019,7941,7946,1985,2,1986,3,4,6,2
1599,F020,7941,7955,1985,2,1988,4,13,15,2
1600,F021,7941,7941,1985,2,1985,2,1,1,0
1601,F022,7941,7952,1985,2,1988,1,5,12,7
1602,F023,7941,7975,1985,2,1993,4,10,35,25
1603,F024,7941,7945,1985,2,1986,2,4,5,1
1604,F025,7941,7949,1985,2,1987,2,6,9,3
1605,F026,7941,7944,1985,2,1986,1,4,4,0
1606,F027,7941,7954,1985,2,1988,3,12,14,2
1607,F028,7941,7949,1985,2,1987,2,5,9,4
1608,F029,7941,7944,1985,2,1986,1,4,4,0
1609,F030,7941,7952,1985,2,1988,1,7,12,5
1610,F031,7941,7941,1985,2,1985,2,1,1,0
1611,F032,7941,7946,1985,2,1986,3,4,6,2
1612,F033,7941,7961,1985,2,1990,2,9,21,12
1613,F034,7941,7945,1985,2,1986,2,4,5,1
1614,F035,7941,7941,1985,2,1985,2,1,1,0
1615,F036,7941,7946,1985,2,1986,3,6,6,0
1616,F037,7941,7946,1985,2,1986,3,6,6,0
1617,F038,7941,7962,1985,2,1990,3,8,22,14
1618,F039,7941,7941,1985,2,1985,2,1,1,0
1619,F040,7941,7944,1985,2,1986,1,3,4,1
1620,F041,7941,7952,1985,2,1988,1,6,12,6
1621,F042,7941,7958,1985,2,1989,3,10,18,8
1622,F043,7942,7980,1985,3,1995,1,16,39,23
1623,F044,7942,7945,1985,3,1986,2,3,4,1
1624,F045,7942,7974,1985,3,1993,3,11,33,22
1625,F046,7942,7982,1985,3,1995,3,6,41,35
1626,F047,7942,7963,1985,3,1990,4,2,22,20
1627,F048,7942,7974,1985,3,1993,3,14,33,19
1628,F049,7942,7960,1985,3,1990,1,12,19,7
1629,F050,7942,7974,1985,3,1993,3,17,33,16
1630,F051,7942,7971,1985,3,1992,4,24,30,6
1631,F052,7942,7982,1985,3,1995,3,10,41,31
1632,F053,7942,7950,1985,3,1987,3,4,9,5
1633,F054,7942,7942,1985,3,1985,3,1,1,0
1634,F055,7942,7946,1985,3,1986,3,5,5,0
1635,F056,7942,7979,1985,3,1994,4,24,38,14
1636,F057,7942,7954,1985,3,1988,3,5,13,8
1637,F058,7942,7955,1985,3,1988,4,13,14,1
1638,F059,7942,7950,1985,3,1987,3,7,9,2
1639,F060,7942,7955,1985,3,1988,4,8,14,6
1640,F061,7942,7947,1985,3,1986,4,4,6,2
1641,F062,7942,7945,1985,3,1986,2,4,4,0
1642,F063,7942,7973,1985,3,1993,2,25,32,7
1643,F064,7942,7944,1985,3,1986,1,3,3,0
1644,F065,7942,7944,1985,3,1986,1,3,3,0
1645,F066,7942,7944,1985,3,1986,1,3,3,0
1646,F067,7942,7952,1985,3,1988,1,2,11,9
1647,F068,7942,7946,1985,3,1986,3,2,5,3
1648,F069,7942,7958,1985,3,1989,3,4,17,13
1649,F070,7942,7942,1985,3,1985,3,1,1,0
1650,F071,7942,7942,1985,3,1985,3,1,1,0
1651,F072,7942,7952,1985,3,1988,1,3,11,8
1652,F073,7942,7963,1985,3,1990,4,3,22,19
1653,F074,7943,7956,1985,4,1989,1,4,14,10
1654,F075,7943,7978,1985,4,1994,3,6,36,30
1655,F076,7943,7946,1985,4,1986,3,2,4,2
1656,F077,7943,7978,1985,4,1994,3,13,36,23
1657,F078,7943,7949,1985,4,1987,2,3,7,4
1658,F079,7943,7970,1985,4,1992,3,14,28,14
1659,F093,7938,7938,1984,3,1984,3,1,1,0
1660,F094,7938,7957,1984,3,1989,2,12,20,8
1661,F095,7938,7953,1984,3,1988,2,3,16,13
1662,F096,7938,7938,1984,3,1984,3,1,1,0
1663,F097,7938,7938,1984,3,1984,3,1,1,0
1664,F098,7938,7971,1984,3,1992,4,11,34,23
1665,G001,7907,7907,1976,4,1976,4,1,1,0
1666,G002,7907,7907,1976,4,1976,4,1,1,0
1667,G003,7910,7910,1977,3,1977,3,1,1,0
1668,G004,7908,7910,1977,1,1977,3,2,3,1
1669,G005,7908,7908,1977,1,1977,1,1,1,0
1670,G006,7908,7908,1977,1,1977,1,1,1,0
1671,G007,7909,7909,1977,2,1977,2,1,1,0
1672,G008,7909,7909,1977,2,1977,2,1,1,0
1673,G009,7909,7927,1977,2,1981,4,2,19,17
1674,G010,7909,7910,1977,2,1977,3,2,2,0
1675,G011,7909,7927,1977,2,1981,4,4,19,15
1676,G012,7909,7909,1977,2,1977,2,1,1,0
1677,G013,7909,7926,1977,2,1981,3,2,18,16
1678,G014,7909,7909,1977,2,1977,2,1,1,0
1679,G015,7909,7909,1977,2,1977,2,1,1,0
1680,G017,7909,7955,1977,2,1988,4,15,47,32
1681,G018,7909,7909,1977,2,1977,2,1,1,0
1682,G019,7909,7934,1977,2,1983,3,10,26,16
1683,G020,7909,7935,1977,2,1983,4,13,27,14
1684,G021,7909,7909,1977,2,1977,2,1,1,0
1685,G024,7909,7917,1977,2,1979,2,2,9,7
1686,G025,7909,7918,1977,2,1979,3,5,10,5
1687,G026,7909,7909,1977,2,1977,2,1,1,0
1688,G027,7909,7909,1977,2,1977,2,1,1,0
1689,G028,7909,7914,1977,2,1978,3,4,6,2
1690,G029,7909,7913,1977,2,1978,2,2,5,3
1691,G030,7909,7917,1977,2,1979,2,4,9,5
1692,G031,7909,7930,1977,2,1982,3,5,22,17
1693,G032,7909,7909,1977,2,1977,2,1,1,0
1694,G033,7910,7910,1977,3,1977,3,1,1,0
1695,G034,7909,7913,1977,2,1978,2,2,5,3
1696,G035,7909,7913,1977,2,1978,2,3,5,2
1697,G036,7909,7909,1977,2,1977,2,1,1,0
1698,G037,7910,7910,1977,3,1977,3,1,1,0
1699,G038,7910,7910,1977,3,1977,3,1,1,0
1700,G039,7910,7910,1977,3,1977,3,1,1,0
1701,G042,7910,7910,1977,3,1977,3,1,1,0
1702,G043,7910,7910,1977,3,1977,3,1,1,0
1703,G044,7907,7925,1976,4,1981,2,6,19,13
1704,G046,7910,7926,1977,3,1981,3,2,17,15
1705,G048,7910,7915,1977,3,1978,4,2,6,4
1706,G049,7911,7911,1977,4,1977,4,1,1,0
1707,G050,7912,7913,1978,1,1978,2,2,2,0
1708,G071,7943,7943,1985,4,1985,4,1,1,0
1709,G072,7943,7943,1985,4,1985,4,1,1,0
1710,G073,7943,7985,1985,4,1996,2,8,43,35
1711,GX001,7904,7904,1976,1,1976,1,1,1,0
1712,GX002,7904,7909,1976,1,1977,2,2,6,4
1713,GX003,7904,7904,1976,1,1976,1,1,1,0
1714,GX004,7904,7904,1976,1,1976,1,1,1,0
1715,GX005,7905,7905,1976,2,1976,2,1,1,0
1716,GX006,7905,7905,1976,2,1976,2,1,1,0
1717,GX007,7905,7905,1976,2,1976,2,1,1,0
1718,GX009,7906,7906,1976,3,1976,3,1,1,0
1719,H001,7918,7927,1979,3,1981,4,4,10,6
1720,H002,7980,7980,1995,1,1995,1,1,1,0
1721,H003,7980,8006,1995,1,2001,3,2,27,25
1722,H004,7980,7980,1995,1,1995,1,1,1,0
1723,H005,7980,7983,1995,1,1995,4,3,4,1
1724,H006,7980,7990,1995,1,1997,3,5,11,6
1725,H007,7981,7982,1995,2,1995,3,2,2,0
1726,H008,7981,7998,1995,2,1999,3,12,18,6
1727,H009,7981,7981,1995,2,1995,2,1,1,0
1728,H010,7981,7981,1995,2,1995,2,1,1,0
1729,H011,7981,7981,1995,2,1995,2,1,1,0
1730,H012,7981,7981,1995,2,1995,2,1,1,0
1731,H013,7981,7981,1995,2,1995,2,1,1,0
1732,H014,7981,8010,1995,2,2002,3,10,30,20
1733,H015,7981,8009,1995,2,2002,2,11,29,18
1734,H016,7981,7990,1995,2,1997,3,8,10,2
1735,H017,7981,7981,1995,2,1995,2,1,1,0
1736,H018,7981,7981,1995,2,1995,2,1,1,0
1737,H019,7981,7986,1995,2,1996,3,3,6,3
1738,H020,7981,7990,1995,2,1997,3,6,10,4
1739,H021,7981,7981,1995,2,1995,2,1,1,0
1740,H022,7981,7981,1995,2,1995,2,1,1,0
1742,H024,7981,7982,1995,2,1995,3,2,2,0
1743,H025,7981,7981,1995,2,1995,2,1,1,0
1744,H026,7981,7981,1995,2,1995,2,1,1,0
1745,H027,7981,8031,1995,2,2007,4,30,51,21
1746,H028,7981,8000,1995,2,2000,1,10,20,10
1747,H029,7981,7999,1995,2,1999,4,10,19,9
1748,H030,7981,7982,1995,2,1995,3,2,2,0
1749,H031,7981,8001,1995,2,2000,2,9,21,12
1750,H032,7981,7995,1995,2,1998,4,7,15,8
1751,H033,7981,7989,1995,2,1997,2,7,9,2
1752,H034,7981,7981,1995,2,1995,2,1,1,0
1753,H035,7981,7981,1995,2,1995,2,1,1,0
1754,H036,7981,7981,1995,2,1995,2,1,1,0
1755,H037,7981,7982,1995,2,1995,3,2,2,0
1756,H038,7981,7984,1995,2,1996,1,3,4,1
1757,H039,7981,7984,1995,2,1996,1,3,4,1
1758,H040,7981,7990,1995,2,1997,3,4,10,6
1759,H041,7982,7988,1995,3,1997,1,5,7,2
1760,H042,7982,7983,1995,3,1995,4,2,2,0
1761,H043,7982,8022,1995,3,2005,3,31,41,10
1762,H044,7982,8003,1995,3,2000,4,14,22,8
1763,H045,7982,7982,1995,3,1995,3,1,1,0
1764,H046,7982,8006,1995,3,2001,3,9,25,16
1765,H047,7982,7994,1995,3,1998,3,6,13,7
1766,H048,7982,7984,1995,3,1996,1,3,3,0
1767,H049,7982,7982,1995,3,1995,3,1,1,0
1768,H050,7982,7984,1995,3,1996,1,3,3,0
1769,H051,7982,8013,1995,3,2003,2,12,32,20
1770,H052,7982,7982,1995,3,1995,3,1,1,0
1771,H053,7982,7999,1995,3,1999,4,10,18,8
1772,H054,7982,8010,1995,3,2002,3,10,29,19
1773,H055,7982,7991,1995,3,1997,4,6,10,4
1774,H056,7982,7983,1995,3,1995,4,2,2,0
1775,H057,7982,8021,1995,3,2005,2,8,40,32
1776,H058,7982,7984,1995,3,1996,1,3,3,0
1777,H059,7982,7984,1995,3,1996,1,2,3,1
1778,H060,7982,7987,1995,3,1996,4,4,6,2
1779,H061,7982,8027,1995,3,2006,4,15,46,31
1780,H062,7982,7990,1995,3,1997,3,6,9,3
1781,H063,7982,8020,1995,3,2005,1,16,39,23
1782,H064,7982,7986,1995,3,1996,3,3,5,2
1783,H065,7982,7984,1995,3,1996,1,2,3,1
1784,H066,7982,7999,1995,3,1999,4,8,18,10
1785,H067,7982,7990,1995,3,1997,3,4,9,5
1786,H068,7982,7982,1995,3,1995,3,1,1,0
1787,H069,7982,8026,1995,3,2006,3,22,45,23
1788,H070,7982,7994,1995,3,1998,3,7,13,6
1789,H071,7982,7990,1995,3,1997,3,7,9,2
1790,H072,7982,7983,1995,3,1995,4,2,2,0
1791,H073,7982,7982,1995,3,1995,3,1,1,0
1792,H074,7982,7983,1995,3,1995,4,2,2,0
1793,H075,7982,7982,1995,3,1995,3,1,1,0
1794,H076,7983,7986,1995,4,1996,3,3,4,1
1795,H077,7983,7995,1995,4,1998,4,6,13,7
1796,H078,7983,7990,1995,4,1997,3,4,8,4
1797,I001,8008,8008,2002,1,2002,1,1,1,0
1798,I002,8008,8019,2002,1,2004,4,4,12,8
1799,I003,8009,8013,2002,2,2003,2,5,5,0
1800,I004,8009,8014,2002,2,2003,3,5,6,1
1801,I005,8009,8011,2002,2,2002,4,3,3,0
1802,I006,8009,8011,2002,2,2002,4,3,3,0
1803,I007,8009,8030,2002,2,2007,3,15,22,7
1804,I008,8009,8049,2002,2,2012,2,23,41,18
1805,I009,8009,8015,2002,2,2003,4,4,7,3
1806,I010,8009,8009,2002,2,2002,2,1,1,0
1807,I011,8009,8012,2002,2,2003,1,3,4,1
1808,I012,8009,8013,2002,2,2003,2,4,5,1
1809,I013,8009,8014,2002,2,2003,3,6,6,0
1810,I014,8009,8017,2002,2,2004,2,6,9,3
1811,I015,8009,8009,2002,2,2002,2,1,1,0
1812,I016,8009,8027,2002,2,2006,4,7,19,12
1813,I017,8009,8015,2002,2,2003,4,6,7,1
1814,I018,8009,8017,2002,2,2004,2,6,9,3
1815,I019,8009,8034,2002,2,2008,3,11,26,15
1816,I020,8009,8017,2002,2,2004,2,5,9,4
1817,I021,8009,8009,2002,2,2002,2,1,1,0
1818,I022,8009,8017,2002,2,2004,2,8,9,1
1819,I023,8009,8009,2002,2,2002,2,1,1,0
1820,I024,8009,8017,2002,2,2004,2,3,9,6
1821,I025,8009,8009,2002,2,2002,2,1,1,0
1822,I026,8009,8009,2002,2,2002,2,1,1,0
1823,I027,8009,8019,2002,2,2004,4,6,11,5
1824,I028,8009,8009,2002,2,2002,2,1,1,0
1825,I029,8010,8010,2002,3,2002,3,1,1,0
1826,I030,8010,8019,2002,3,2004,4,8,10,2
1827,I031,8010,8010,2002,3,2002,3,1,1,0
1828,I032,8010,8010,2002,3,2002,3,1,1,0
1829,I033,8010,8010,2002,3,2002,3,1,1,0
1830,I034,8010,8012,2002,3,2003,1,3,3,0
1831,I035,8010,8041,2002,3,2010,2,14,32,18
1832,I036,8010,8010,2002,3,2002,3,1,1,0
1833,I037,8010,8014,2002,3,2003,3,4,5,1
1834,I038,8010,8010,2002,3,2002,3,1,1,0
1835,I039,8010,8014,2002,3,2003,3,5,5,0
1836,I040,8010,8014,2002,3,2003,3,4,5,1
1837,I041,8010,8010,2002,3,2002,3,1,1,0
1838,I042,8010,8018,2002,3,2004,3,7,9,2
1839,I043,8010,8012,2002,3,2003,1,2,3,1
1840,I044,8010,8010,2002,3,2002,3,1,1,0
1841,I045,8010,8026,2002,3,2006,3,7,17,10
1842,I046,8010,8010,2002,3,2002,3,1,1,0
1843,I047,8010,8013,2002,3,2003,2,3,4,1
1844,I048,8010,8013,2002,3,2003,2,3,4,1
1845,I049,8010,8018,2002,3,2004,3,2,9,7
1846,I050,8011,8013,2002,4,2003,2,3,3,0
1847,I051,8011,8011,2002,4,2002,4,1,1,0
1848,I052,8011,8021,2002,4,2005,2,3,11,8
1849,J001,7992,7994,1998,1,1998,3,3,3,0
1850,J002,7993,7997,1998,2,1999,2,5,5,0
1851,J003,7993,8013,1998,2,2003,2,11,21,10
1852,J004,7993,7993,1998,2,1998,2,1,1,0
1853,J005,7993,8007,1998,2,2001,4,7,15,8
1854,J006,7993,7998,1998,2,1999,3,4,6,2
1855,J007,7993,7997,1998,2,1999,2,4,5,1
1856,J008,7993,8006,1998,2,2001,3,6,14,8
1857,J009,7993,7993,1998,2,1998,2,1,1,0
1858,J010,7993,8002,1998,2,2000,3,7,10,3
1859,J011,7993,7996,1998,2,1999,1,4,4,0
1860,J012,7993,8001,1998,2,2000,2,8,9,1
1861,J013,7993,8009,1998,2,2002,2,6,17,11
1862,J014,7993,7998,1998,2,1999,3,5,6,1
1863,J015,7993,8022,1998,2,2005,3,15,30,15
1864,J016,7993,7995,1998,2,1998,4,3,3,0
1865,J017,7993,8014,1998,2,2003,3,12,22,10
1866,J018,7993,7994,1998,2,1998,3,2,2,0
1867,J019,7993,7996,1998,2,1999,1,3,4,1
1868,J020,7993,7998,1998,2,1999,3,4,6,2
1869,J021,7993,7997,1998,2,1999,2,3,5,2
1870,J022,7993,8006,1998,2,2001,3,6,14,8
1871,J023,7993,8006,1998,2,2001,3,9,14,5
1872,J024,7993,7999,1998,2,1999,4,7,7,0
1873,J025,7993,7994,1998,2,1998,3,2,2,0
1874,J026,7993,7996,1998,2,1999,1,3,4,1
1875,J027,7993,7994,1998,2,1998,3,2,2,0
1876,J028,7993,8005,1998,2,2001,2,8,13,5
1877,J029,7993,8007,1998,2,2001,4,10,15,5
1878,J030,7993,7994,1998,2,1998,3,2,2,0
1879,J031,7993,7998,1998,2,1999,3,6,6,0
1880,J032,7993,7993,1998,2,1998,2,1,1,0
1881,J033,7993,8003,1998,2,2000,4,8,11,3
1882,J034,7993,8010,1998,2,2002,3,10,18,8
1883,J035,7993,8015,1998,2,2003,4,12,23,11
1884,J036,7993,7996,1998,2,1999,1,4,4,0
1885,J037,7993,8009,1998,2,2002,2,8,17,9
1886,J038,7993,7993,1998,2,1998,2,1,1,0
1887,J039,7993,8005,1998,2,2001,2,12,13,1
1888,J040,7993,8007,1998,2,2001,4,12,15,3
1889,J041,7993,8002,1998,2,2000,3,6,10,4
1890,J042,7993,8007,1998,2,2001,4,10,15,5
1891,J043,7993,7993,1998,2,1998,2,1,1,0
1892,J044,7993,8015,1998,2,2003,4,5,23,18
1893,J045,7993,7993,1998,2,1998,2,1,1,0
1894,J046,7993,7994,1998,2,1998,3,2,2,0
1895,J047,7993,7993,1998,2,1998,2,1,1,0
1896,J048,7993,7994,1998,2,1998,3,2,2,0
1897,J049,7993,7999,1998,2,1999,4,6,7,1
1898,J050,7993,8002,1998,2,2000,3,5,10,5
1899,J051,7993,8003,1998,2,2000,4,8,11,3
1900,J052,7993,7994,1998,2,1998,3,2,2,0
1901,J053,7993,8011,1998,2,2002,4,11,19,8
1902,J054,7993,8033,1998,2,2008,2,11,41,30
1903,J055,7993,8000,1998,2,2000,1,4,8,4
1904,J056,7993,8019,1998,2,2004,4,8,27,19
1905,J057,7993,7993,1998,2,1998,2,1,1,0
1906,J058,7993,8020,1998,2,2005,1,12,28,16
1907,J059,7993,7993,1998,2,1998,2,1,1,0
1908,J060,7993,8018,1998,2,2004,3,6,26,20
1909,J061,7993,7993,1998,2,1998,2,1,1,0
1910,J062,7993,8006,1998,2,2001,3,10,14,4
1911,J063,7993,8014,1998,2,2003,3,14,22,8
1912,J064,7993,7998,1998,2,1999,3,3,6,3
1913,J065,7993,7998,1998,2,1999,3,5,6,1
1914,J066,7993,8000,1998,2,2000,1,7,8,1
1915,J067,7994,8005,1998,3,2001,2,4,12,8
1916,J068,7994,8008,1998,3,2002,1,10,15,5
1917,J069,7994,8010,1998,3,2002,3,7,17,10
1918,J070,7994,8008,1998,3,2002,1,9,15,6
1919,J071,7994,8010,1998,3,2002,3,11,17,6
1920,J072,7994,7998,1998,3,1999,3,3,5,2
1921,J073,7994,7995,1998,3,1998,4,2,2,0
1922,J074,7994,7998,1998,3,1999,3,4,5,1
1923,J075,7994,7998,1998,3,1999,3,5,5,0
1924,J076,7994,7996,1998,3,1999,1,2,3,1
1925,J077,7994,7999,1998,3,1999,4,6,6,0
1926,J078,7994,8006,1998,3,2001,3,6,13,7
1927,J079,7994,8011,1998,3,2002,4,8,18,10
1928,J080,7994,8011,1998,3,2002,4,14,18,4
1929,J081,7994,7996,1998,3,1999,1,3,3,0
1930,J082,7994,7998,1998,3,1999,3,3,5,2
1931,J083,7994,8017,1998,3,2004,2,13,24,11
1932,J084,7994,7997,1998,3,1999,2,3,4,1
1933,J085,7994,8007,1998,3,2001,4,4,14,10
1934,J086,7994,7995,1998,3,1998,4,2,2,0
1935,J087,7994,8022,1998,3,2005,3,12,29,17
1936,J088,7994,8002,1998,3,2000,3,8,9,1
1937,J089,7994,7994,1998,3,1998,3,1,1,0
1938,J090,7994,8006,1998,3,2001,3,11,13,2
1939,J091,7994,8026,1998,3,2006,3,7,33,26
1940,J092,7994,7999,1998,3,1999,4,3,6,3
1941,J093,7995,8022,1998,4,2005,3,4,28,24
1942,J094,7995,8002,1998,4,2000,3,3,8,5
1943,J095,7995,7996,1998,4,1999,1,2,2,0
1944,J096,7995,7995,1998,4,1998,4,1,1,0
1945,J097,7995,7995,1998,4,1998,4,1,1,0
1946,J099,7995,8006,1998,4,2001,3,6,12,6
1947,J100,7995,7995,1998,4,1998,4,1,1,0
1948,K001,7948,7948,1987,1,1987,1,1,1,0
1949,K002,7948,7993,1987,1,1998,2,25,46,21
1950,K003,7949,7951,1987,2,1987,4,3,3,0
1951,K004,7949,7978,1987,2,1994,3,15,30,15
1952,K005,7949,7982,1987,2,1995,3,22,34,12
1953,K006,7949,7952,1987,2,1988,1,2,4,2
1954,K007,7949,7982,1987,2,1995,3,19,34,15
1955,K008,7949,7949,1987,2,1987,2,1,1,0
1956,K009,7949,7955,1987,2,1988,4,5,7,2
1957,K010,7949,7949,1987,2,1987,2,1,1,0
1958,K011,7949,7960,1987,2,1990,1,7,12,5
1959,K012,7949,7961,1987,2,1990,2,10,13,3
1960,K013,7949,7950,1987,2,1987,3,2,2,0
1961,K014,7949,7949,1987,2,1987,2,1,1,0
1962,K015,7949,7959,1987,2,1989,4,5,11,6
1963,K016,7949,7952,1987,2,1988,1,4,4,0
1964,K017,7949,7978,1987,2,1994,3,19,30,11
1965,K018,7949,7949,1987,2,1987,2,1,1,0
1966,K019,7949,7973,1987,2,1993,2,8,25,17
1967,K020,7949,7970,1987,2,1992,3,11,22,11
1968,K021,7949,7953,1987,2,1988,2,2,5,3
1969,K022,7949,7949,1987,2,1987,2,1,1,0
1970,K023,7949,7954,1987,2,1988,3,5,6,1
1971,K024,7949,7955,1987,2,1988,4,5,7,2
1972,K025,7949,7949,1987,2,1987,2,1,1,0
1973,K026,7949,7950,1987,2,1987,3,2,2,0
1974,K027,7949,7949,1987,2,1987,2,1,1,0
1975,K028,7949,7951,1987,2,1987,4,3,3,0
1976,K029,7949,7949,1987,2,1987,2,1,1,0
1977,K030,7949,7952,1987,2,1988,1,2,4,2
1978,K031,7949,7949,1987,2,1987,2,1,1,0
1979,K032,7949,7994,1987,2,1998,3,14,46,32
1980,K033,7949,7994,1987,2,1998,3,12,46,34
1981,K034,7949,7949,1987,2,1987,2,1,1,0
1982,K035,7949,7949,1987,2,1987,2,1,1,0
1983,K036,7949,7949,1987,2,1987,2,1,1,0
1984,K037,7949,7973,1987,2,1993,2,12,25,13
1985,K038,7949,7968,1987,2,1992,1,12,20,8
1986,K039,7949,7972,1987,2,1993,1,11,24,13
1987,K040,7949,7964,1987,2,1991,1,2,16,14
1988,K041,7949,7957,1987,2,1989,2,8,9,1
1989,K042,7949,7986,1987,2,1996,3,6,38,32
1990,K043,7949,7978,1987,2,1994,3,16,30,14
1991,K044,7949,7974,1987,2,1993,3,4,26,22
1992,K045,7949,7953,1987,2,1988,2,2,5,3
1993,K046,7949,7978,1987,2,1994,3,11,30,19
1994,K047,7949,7967,1987,2,1991,4,2,19,17
1995,K048,7950,7960,1987,3,1990,1,5,11,6
1996,K049,7948,7953,1987,1,1988,2,2,6,4
1997,K050,7950,7962,1987,3,1990,3,11,13,2
1998,K051,7950,7999,1987,3,1999,4,18,50,32
1999,K052,7950,7964,1987,3,1991,1,2,15,13
2000,K053,7950,7952,1987,3,1988,1,2,3,1
2001,K054,7950,7959,1987,3,1989,4,4,10,6
2002,K055,7950,7950,1987,3,1987,3,1,1,0
2003,K056,7950,7966,1987,3,1991,3,7,17,10
2004,K057,7950,7960,1987,3,1990,1,4,11,7
2005,K058,7950,7953,1987,3,1988,2,3,4,1
2006,K059,7950,7954,1987,3,1988,3,2,5,3
2007,K060,7950,7950,1987,3,1987,3,1,1,0
2008,K061,7950,7950,1987,3,1987,3,1,1,0
2009,K062,7950,7978,1987,3,1994,3,14,29,15
2010,K063,7950,7953,1987,3,1988,2,4,4,0
2011,K064,7950,8005,1987,3,2001,2,23,56,33
2012,K065,7950,7962,1987,3,1990,3,7,13,6
2013,K066,7950,7982,1987,3,1995,3,17,33,16
2014,K067,7950,7950,1987,3,1987,3,1,1,0
2015,K068,7950,7953,1987,3,1988,2,4,4,0
2016,K069,7950,7959,1987,3,1989,4,4,10,6
2017,K070,7950,7955,1987,3,1988,4,5,6,1
2018,K071,7950,7983,1987,3,1995,4,21,34,13
2019,K072,7950,7970,1987,3,1992,3,15,21,6
2020,K073,7950,7990,1987,3,1997,3,18,41,23
2021,K074,7950,7963,1987,3,1990,4,6,14,8
2022,K075,7950,7969,1987,3,1992,2,14,20,6
2023,K076,7950,7952,1987,3,1988,1,3,3,0
2024,K077,7950,7979,1987,3,1994,4,11,30,19
2025,K078,7950,7970,1987,3,1992,3,8,21,13
2026,K079,7955,7975,1988,4,1993,4,7,21,14
2027,K080,7950,7951,1987,3,1987,4,2,2,0
2028,K081,7950,7955,1987,3,1988,4,4,6,2
2029,K082,7950,7950,1987,3,1987,3,1,1,0
2030,K083,7950,7954,1987,3,1988,3,3,5,2
