CaptureDate,BadgerID,TestType,SampleType,VisualLine1,OpticalDensity1,VisualLine2,OpticalDensity2,PM
02/08/2017,020T,Double,Whole Blood,N,0,N,28.21,No
02/08/2017,048V,Double,Serum Frozen,N,6.57,N,0,No
02/08/2017,048V,Double,Whole Blood,N,16.75,N,34.11,No
15/08/2017,008T,Double,Serum Frozen,N,8.89,N,0.23,No
15/08/2017,008T,Double,Whole Blood,N,0,N,10.36,No
15/08/2017,010T,Double,Serum Frozen,P,1460.17,N,8.99,No
15/08/2017,010T,Double,Whole Blood,P,3760.72,N,97.42,No
15/08/2017,011T,Double,Serum Frozen,N,0,N,0.41,No
15/08/2017,012T,Double,Serum Frozen,N,0,N,4.19,No
15/08/2017,012T,Double,Whole Blood,N,7.38,N,23.58,No
15/08/2017,013T,Double,Serum Frozen,N,10.24,N,13.18,No
15/08/2017,015C,Double,Serum Frozen,N,0,N,0,No
15/08/2017,015C,Double,Whole Blood,N,5.57,N,2.55,No
15/08/2017,015V,Double,Serum Frozen,N,27.14,N,6.22,No
15/08/2017,015V,Double,Whole Blood,N,27.47,N,12.13,No
15/08/2017,016C,Double,Serum Frozen,N,7.72,N,0,No
15/08/2017,016V,Double,Serum Frozen,N,3.78,N,0,No
15/08/2017,020C,Double,Serum Frozen,N,4.08,N,0,No
15/08/2017,027T,Double,Serum Frozen,N,0,N,0,No
15/08/2017,027T,Double,Whole Blood,N,0,P,154.54,No
15/08/2017,028T,Double,Serum Frozen,N,5.85,N,22.84,No
15/08/2017,028T,Double,Whole Blood,N,5.67,N,0,No
15/08/2017,032N,Double,Serum Frozen,P,1008.75,N,2.02,No
15/08/2017,032N,Double,Whole Blood,P,726.88,N,4.96,No
15/08/2017,043V,Double,Serum Frozen,N,0,N,0,No
15/08/2017,043V,Double,Whole Blood,N,6.05,N,11.41,No
15/08/2017,053K,Double,Serum Frozen,N,0,N,3.22,No
15/08/2017,053K,Double,Whole Blood,N,3.47,N,17.26,No
16/08/2017,015T,Double,Serum Frozen,N,31.94,N,0,No
05/09/2017,002A,Double,Serum Frozen,N,0,N,1.58,No
05/09/2017,007C,Double,Serum Frozen,N,22.9,N,5.4,No
05/09/2017,019A,Double,Serum Frozen,N,13.3,N,0,No
05/09/2017,020T,Double,Serum Frozen,N,9.86,N,7.9,No
05/09/2017,021T,Double,Serum Frozen,N,8.46,N,18.83,No
05/09/2017,021V,Double,Serum Frozen,P,5573.63,N,3.81,No
05/09/2017,022C,Double,Serum Frozen,N,0,N,6.63,No
05/09/2017,024C,Double,Serum Frozen,N,20.56,N,8.63,No
05/09/2017,029N,Double,Serum Frozen,N,0,N,13.95,No
05/09/2017,029T,Double,Serum Frozen,N,0,N,16.74,No
05/09/2017,030T,Double,Serum Frozen,N,12.77,N,14.97,No
05/09/2017,031T,Double,Serum Frozen,N,11.27,N,12.04,No
05/09/2017,032T,Double,Serum Frozen,N,6.77,N,6.69,No
06/09/2017,004C,Double,Serum Frozen,N,9.42,N,0,No
06/09/2017,042A,Double,Serum Frozen,N,0,N,0,No
06/09/2017,063Y,Double,Serum Frozen,P,3478.17,N,13.08,No
10/10/2017,005T,Double,Serum Fresh,N,23.35,N,8.53,No
10/10/2017,005T,Double,Whole Blood,N,5.69,N,1.79,No
10/10/2017,006T,Double,Serum Fresh,N,1.57,N,3.3,No
10/10/2017,006T,Double,Whole Blood,N,6.34,N,0,No
10/10/2017,012C,Double,Serum Fresh,N,18.8,N,0.39,No
10/10/2017,012C,Double,Whole Blood,N,0,N,0,No
10/10/2017,020T,Double,Serum Fresh,N,0,N,8.97,No
10/10/2017,020T,Double,Whole Blood,N,4.47,N,2.22,No
10/10/2017,021C,Double,Serum Fresh,N,11.57,N,15.68,No
10/10/2017,021C,Double,Whole Blood,N,15.64,N,7.9,No
10/10/2017,023C,Double,Serum Fresh,N,71.51,N,30.92,No
10/10/2017,023C,Double,Whole Blood,N,8.84,N,37.23,No
10/10/2017,026C,Double,Serum Fresh,N,0,N,0,No
10/10/2017,026C,Double,Whole Blood,N,0,N,23.78,No
10/10/2017,026T,Double,Serum Fresh,N,0,N,8.36,No
10/10/2017,026T,Double,Whole Blood,N,0,N,8.52,No
10/10/2017,033T,Double,Serum Fresh,N,5.85,N,3.85,No
10/10/2017,033T,Double,Whole Blood,N,5.51,N,15.77,No
31/10/2017,011T,Double,Serum Fresh,N,7.57,N,0,No
31/10/2017,011T,Double,Whole Blood,N,8.98,N,0,No
31/10/2017,015C,Double,Serum Fresh,N,0,N,1.51,No
31/10/2017,015C,Double,Whole Blood,N,19.68,N,8.71,No
31/10/2017,016V,Double,Serum Fresh,N,0,N,4.25,No
31/10/2017,016V,Double,Whole Blood,N,0,N,3.39,No
31/10/2017,027T,Double,Serum Fresh,N,0,N,30.9,No
31/10/2017,027T,Double,Whole Blood,N,0,N,6.81,No
31/10/2017,043V,Double,Serum Fresh,N,0,N,0,No
31/10/2017,043V,Double,Whole Blood,N,9.45,N,7.88,No
01/11/2017,015T,Double,Serum Fresh,N,64.65,N,3.59,No
01/11/2017,015T,Double,Whole Blood,N,29.92,N,3.53,No
01/11/2017,021L,Double,Serum Fresh,N,0,N,2.71,No
01/11/2017,021L,Double,Whole Blood,N,4.74,N,2.05,No
01/11/2017,039A,Double,Serum Fresh,P,4702.62,N,0.9,No
01/11/2017,039A,Double,Whole Blood,P,1002.7,N,0,No
14/11/2017,006C,Double,Serum Fresh,N,9.27,N,0,No
14/11/2017,006C,Double,Whole Blood,N,0,N,0,No
14/11/2017,021C,Double,Serum Fresh,N,4.57,N,0,No
14/11/2017,021C,Double,Whole Blood,N,33.79,P,123.1,No
14/11/2017,021T,Double,Serum Fresh,N,2.45,N,17.89,No
14/11/2017,021T,Double,Whole Blood,N,0,N,0,No
14/11/2017,029N,Double,Serum Fresh,N,0,N,0.26,No
14/11/2017,029N,Double,Whole Blood,N,0,N,14.66,No
14/11/2017,029T,Double,Serum Fresh,N,4.19,N,4.88,No
14/11/2017,029T,Double,Whole Blood,N,0,N,5.94,No
14/11/2017,034T,Double,Serum Fresh,N,0,N,4.04,No
14/11/2017,034T,Double,Whole Blood,N,6.71,N,1.83,No
15/11/2017,007C,Double,Serum Fresh,N,61.9,N,33.38,No
15/11/2017,007C,Double,Whole Blood,N,4.89,N,10.41,No
15/11/2017,020T,Double,Serum Fresh,N,2.44,N,6.95,No
15/11/2017,020T,Double,Whole Blood,N,1.35,N,0,No
15/11/2017,022T,Double,Serum Fresh,N,12.49,N,4.22,No
15/11/2017,022T,Double,Whole Blood,N,2.9,N,1.91,No
15/11/2017,024C,Double,Serum Fresh,N,17.87,N,0,No
15/11/2017,024C,Double,Whole Blood,N,0,N,24.65,No
15/11/2017,046A,Double,Serum Fresh,N,0.36,N,0,No
15/11/2017,046A,Double,Whole Blood,N,0,N,4.55,No
09/01/2018,001M,Double,Serum Fresh,N,0,P,163.99,No
09/01/2018,001M,Double,Whole Blood,N,20.28,P,106.66,No
09/01/2018,005T,Double,Serum Fresh,N,0,N,0,No
09/01/2018,005T,Double,Whole Blood,N,12.23,N,4.13,No
09/01/2018,006T,Double,Serum Fresh,N,25.05,N,10.17,No
09/01/2018,006T,Double,Whole Blood,N,0,N,0,No
09/01/2018,020T,Double,Serum Fresh,N,12.77,N,15.34,No
09/01/2018,020T,Double,Whole Blood,N,26.97,N,27.93,No
09/01/2018,024T,Double,Serum Fresh,N,0.03,N,35.64,No
09/01/2018,024T,Double,Whole Blood,N,16.78,N,34.55,No
09/01/2018,025T,Double,Serum Fresh,N,5.72,N,16.71,No
09/01/2018,025T,Double,Whole Blood,P,309.88,N,31.06,No
09/01/2018,033T,Double,Serum Fresh,N,3.09,N,9.95,No
09/01/2018,033T,Double,Whole Blood,N,9.74,N,17.33,No
09/01/2018,039V,Double,Serum Fresh,P,3781.8,N,58.84,No
09/01/2018,039V,Double,Whole Blood,P,3556.63,N,0,No
10/01/2018,026T,Double,Serum Fresh,N,9.75,N,2.01,No
10/01/2018,026T,Double,Whole Blood,N,7.84,N,9.48,No
16/01/2018,015C,Double,Serum Fresh,N,9.01,N,0,No
16/01/2018,015C,Double,Whole Blood,N,0,N,0,No
16/01/2018,021L,Double,Serum Fresh,N,9.48,N,0,No
16/01/2018,021L,Double,Whole Blood,N,6.25,N,0.49,No
16/01/2018,027T,Double,Serum Fresh,N,0,N,4.26,No
16/01/2018,027T,Double,Whole Blood,N,12.44,N,5.86,No
16/01/2018,043V,Double,Serum Fresh,N,9.37,N,18.28,No
16/01/2018,043V,Double,Whole Blood,N,4.61,N,1.67,No
30/01/2018,002M,Double,Serum Fresh,N,0,N,0,No
30/01/2018,002M,Double,Whole Blood,N,24.78,N,9.22,No
30/01/2018,003M,Double,Serum Fresh,N,4.88,N,2.16,No
30/01/2018,003M,Double,Whole Blood,N,0,N,0,No
30/01/2018,019A,Double,Serum Fresh,N,0,N,0,No
30/01/2018,019A,Double,Whole Blood,N,0,N,0,No
30/01/2018,020T,Double,Serum Fresh,N,0,N,0,No
30/01/2018,020T,Double,Whole Blood,N,25.78,N,14.71,No
30/01/2018,021T,Double,Serum Fresh,N,0.45,N,0,No
30/01/2018,021T,Double,Whole Blood,N,0,N,30.87,No
30/01/2018,024C,Double,Serum Fresh,N,8.38,N,0,No
30/01/2018,024C,Double,Whole Blood,N,12.51,N,0,No
30/01/2018,028F,Double,Serum Fresh,P,6924.72,N,0,No
30/01/2018,028F,Double,Whole Blood,P,6480.03,N,1.45,No
30/01/2018,029N,Double,Serum Fresh,N,0,N,0,No
30/01/2018,029N,Double,Whole Blood,N,0,N,4.09,No
30/01/2018,030T,Double,Serum Fresh,N,0,N,1.28,No
30/01/2018,030T,Double,Whole Blood,N,8.63,N,22.33,No
30/01/2018,031T,Double,Serum Fresh,N,12.65,N,0,No
30/01/2018,031T,Double,Whole Blood,N,0,N,3.99,No
22/05/2018,004M,Double,Serum Frozen,P,189.42,N,27.19,no
22/05/2018,004M,Double,Whole Blood,N,2.23,N,0,No
22/05/2018,005T,Double,Serum Frozen,N,0,P,18.14,no
22/05/2018,005T,Double,Whole Blood,N,0,N,0,No
22/05/2018,006T,Double,Serum Frozen,N,4.43,N,4.45,no
22/05/2018,006T,Double,Whole Blood,N,0,N,0,No
22/05/2018,007T,Double,Serum Frozen,N,2.5,N,22.64,no
22/05/2018,007T,Double,Whole Blood,N,0,N,0,No
22/05/2018,012E,Double,Serum Frozen,N,12.75,N,14.67,no
22/05/2018,012E,Double,Whole Blood,N,0,N,0,No
22/05/2018,021C,Double,Serum Frozen,N,0,N,43.23,no
22/05/2018,021C,Double,Whole Blood,N,0,N,0,No
22/05/2018,024T,Double,Serum Frozen,N,0,N,17.75,no
22/05/2018,026C,Double,Serum Frozen,N,3.21,N,39.01,no
22/05/2018,026C,Double,Whole Blood,N,2.75,N,26.23,No
22/05/2018,026T,Double,Serum Frozen,N,4.33,N,16.01,no
22/05/2018,026T,Double,Whole Blood,N,0,N,0,No
22/05/2018,033T,Double,Serum Frozen,N,0,N,8.41,no
22/05/2018,033T,Double,Whole Blood,N,6.37,N,0,No
22/05/2018,039V,Double,Serum Frozen,P,6325.19,N,0,no
22/05/2018,039V,Double,Whole Blood,P,1101.16,N,0,No
22/05/2018,048A,Double,Serum Frozen,N,0,N,23.22,no
22/05/2018,048A,Double,Whole Blood,N,0,N,0,No
22/05/2018,048V,Double,Serum Frozen,N,0,N,11.83,no
22/05/2018,048V,Double,Whole Blood,N,0,N,0,No
22/05/2018,049V,Double,Serum Frozen,N,16.9,N,7.66,no
22/05/2018,049V,Double,Whole Blood,N,0,N,0,No
23/05/2018,002V,Double,Serum Frozen,N,60.98,N,23.03,no
23/05/2018,002V,Double,Whole Blood,N,0,N,0,No
23/05/2018,005M,Double,Serum Frozen,P,154.41,N,19.99,no
23/05/2018,005M,Double,Whole Blood,N,0,N,0,No
23/05/2018,020T,Double,Serum Frozen,N,2.98,N,13.48,no
23/05/2018,020T,Double,Whole Blood,N,0,N,0,No
23/05/2018,021T,Double,Serum Frozen,N,7.06,N,24,no
23/05/2018,021T,Double,Whole Blood,N,0,N,0,No
05/06/2018,006M,Double,Serum Frozen,P,5653.07,N,0,no
05/06/2018,006M,Double,Whole Blood,P,559.92,N,15.54,No
05/06/2018,007M,Double,Serum Frozen,N,0,N,2.85,no
05/06/2018,007M,Double,Whole Blood,N,0,N,1.74,No
05/06/2018,008M,Double,Serum Frozen,P,3655.48,N,4.52,no
05/06/2018,008M,Double,Whole Blood,P,305.83,N,0,No
05/06/2018,009M,Double,Serum Frozen,P,6651.97,N,9.05,no
05/06/2018,009M,Double,Whole Blood,P,647.05,N,4.49,No
05/06/2018,010M,Double,Serum Frozen,N,0,N,3.05,no
05/06/2018,010M,Double,Whole Blood,N,0,N,0,No
05/06/2018,011M,Double,Serum Frozen,N,8.17,N,10.29,no
05/06/2018,011M,Double,Whole Blood,N,0,N,0,No
05/06/2018,012M,Double,Serum Frozen,P,1405.87,N,15.31,no
05/06/2018,012M,Double,Whole Blood,N,4.21,N,0,No
05/06/2018,013M,Double,Serum Frozen,P,1803.52,N,17.99,no
05/06/2018,013M,Double,Whole Blood,N,0,N,0,No
05/06/2018,015C,Double,Serum Frozen,N,0,N,21.38,no
05/06/2018,015C,Double,Whole Blood,N,118.51,N,14.39,No
05/06/2018,015T,Double,Serum Frozen,P,1752.94,N,1.21,no
05/06/2018,015T,Double,Whole Blood,N,73.45,N,23.28,No
05/06/2018,015V,Double,Serum Frozen,P,,N,,no
05/06/2018,015V,Double,Whole Blood,N,0,N,3.38,No
05/06/2018,016C,Double,Serum Frozen,N,7.02,N,17.16,no
05/06/2018,016C,Double,Whole Blood,N,98.22,N,12.67,No
05/06/2018,016E,Double,Serum Frozen,N,0,N,3.74,no
05/06/2018,016E,Double,Whole Blood,N,0,N,0,No
05/06/2018,017V,Double,Serum Frozen,P,6516.25,N,4.12,no
05/06/2018,017V,Double,Whole Blood,P,537.82,N,0,No
05/06/2018,020C,Double,Serum Frozen,N,0,N,16.24,no
05/06/2018,020C,Double,Whole Blood,N,49.76,N,59.32,No
05/06/2018,042V,Double,Serum Frozen,N,0,N,11.8,no
05/06/2018,042V,Double,Whole Blood,N,0,N,0,No
05/06/2018,043V,Double,Serum Frozen,N,4.51,N,14.52,no
05/06/2018,043V,Double,Whole Blood,N,104.66,N,53.38,No
06/06/2018,014M,Double,Serum Frozen,N,18.68,N,19.09,no
06/06/2018,014M,Double,Whole Blood,N,0,N,0,No
06/06/2018,015M,Double,Serum Frozen,N,0,N,16.8,no
06/06/2018,015M,Double,Whole Blood,N,0,N,3.53,No
06/06/2018,016M,Double,Serum Frozen,N,41.21,P,150.97,no
06/06/2018,016M,Double,Whole Blood,N,0,N,0,No
06/06/2018,016V,Double,Serum Frozen,P,135.72,P,1783.67,no
06/06/2018,016V,Double,Whole Blood,N,0,P,123.44,No
06/06/2018,017M,Double,Serum Frozen,N,13.95,N,7.72,no
06/06/2018,017M,Double,Whole Blood,N,0,N,0,No
06/06/2018,027T,Double,Serum Frozen,N,0,N,8.47,no
06/06/2018,027T,Double,Whole Blood,N,0,N,0,No
26/06/2018,002A,Double,Serum Frozen,N,43.61,N,18.18,no
26/06/2018,002A,Double,Whole Blood,N,0,N,14.93,No
26/06/2018,003A,Double,Serum Frozen,N,0,N,11.3,no
26/06/2018,003A,Double,Whole Blood,N,0,N,18.03,No
26/06/2018,017A,Double,Serum Frozen,P,3828.79,N,13.6,no
26/06/2018,017A,Double,Whole Blood,P,478.43,N,0,No
26/06/2018,018M,Double,Serum Frozen,P,688.41,N,63.73,no
26/06/2018,018M,Double,Whole Blood,N,60.65,N,16.84,No
26/06/2018,019E,Double,Serum Frozen,N,0,N,43.87,no
26/06/2018,019E,Double,Whole Blood,N,1.75,N,16.49,No
26/06/2018,019M,Double,Serum Frozen,N,0,N,16.7,no
26/06/2018,019M,Double,Whole Blood,N,0,N,2.32,No
26/06/2018,020M,Double,Serum Frozen,N,0,N,17.28,no
26/06/2018,020M,Double,Whole Blood,N,0,N,10.55,No
26/06/2018,020T,Double,Serum Frozen,N,2.76,N,25.56,no
26/06/2018,020T,Double,Whole Blood,N,0,N,9.47,No
26/06/2018,021M,Double,Serum Frozen,P,693.85,P,43.57,No
26/06/2018,021M,Double,Whole Blood,P,106.1,N,20.18,No
26/06/2018,021T,Double,Serum Frozen,N,0,N,27.18,no
26/06/2018,021T,Double,Whole Blood,N,2.27,N,8.34,No
26/06/2018,022M,Double,Serum Frozen,N,12.02,P,142.51,no
26/06/2018,022M,Double,Whole Blood,N,0,N,30.43,No
26/06/2018,023M,Double,Serum Frozen,N,0,N,2.37,no
26/06/2018,023M,Double,Whole Blood,N,1.97,N,3.25,No
26/06/2018,024M,Double,Serum Frozen,N,0.96,N,17,no
26/06/2018,024M,Double,Whole Blood,N,9.12,N,7.72,No
26/06/2018,025M,Double,Serum Frozen,N,12.39,N,13.78,no
26/06/2018,025M,Double,Whole Blood,N,0,N,3.53,No
26/06/2018,026M,Double,Serum Frozen,N,12.41,N,8.2,no
26/06/2018,026M,Double,Whole Blood,N,0,N,0,No
26/06/2018,027M,Double,Serum Frozen,N,0,N,22.01,no
26/06/2018,027M,Double,Whole Blood,N,0,N,16.82,No
26/06/2018,028A,Double,Serum Frozen,N,24.59,N,31.54,no
26/06/2018,028A,Double,Whole Blood,N,4.71,N,14.82,No
26/06/2018,028M,Double,Serum Frozen,N,0,N,18.38,no
26/06/2018,028M,Double,Whole Blood,N,1.76,N,0,No
26/06/2018,029M,Double,Serum Frozen,N,5.72,N,34.87,no
26/06/2018,029M,Double,Whole Blood,N,14.23,N,2.16,No
26/06/2018,030M,Double,Serum Frozen,N,0,N,6.39,no
26/06/2018,030M,Double,Whole Blood,N,0,N,12.09,No
26/06/2018,030T,Double,Serum Frozen,N,11.2,N,25.23,no
26/06/2018,030T,Double,Whole Blood,N,4.7,N,0,No
26/06/2018,031M,Double,Serum Frozen,N,82.9,N,15.03,no
26/06/2018,031M,Double,Whole Blood,N,0,N,16.15,No
26/06/2018,032M,Double,Serum Frozen,N,1.41,N,21.63,no
26/06/2018,032M,Double,Whole Blood,N,0,N,10.08,No
26/06/2018,033M,Double,Serum Frozen,N,0,N,16.68,no
26/06/2018,033M,Double,Whole Blood,N,0,N,3.33,No
26/06/2018,034M,Double,Serum Frozen,N,0,N,19.81,no
26/06/2018,034M,Double,Whole Blood,N,2.01,N,12.86,No
26/06/2018,035M,Double,Serum Frozen,P,190.78,P,94.76,no
26/06/2018,035M,Double,Whole Blood,N,0,N,17.57,No
26/06/2018,042A,Double,Serum Frozen,N,29,N,19.41,no
26/06/2018,042A,Double,Whole Blood,N,0,N,45.97,No
26/06/2018,043A,Double,Serum Frozen,N,4.36,N,7.42,no
26/06/2018,043A,Double,Whole Blood,N,1.43,N,0,No
26/06/2018,045A,Double,Serum Frozen,P,257.12,P,43.15,No
26/06/2018,045A,Double,Whole Blood,P,83.09,N,0,No
26/06/2018,046A,Double,Serum Frozen,P,235.01,N,13.36,no
26/06/2018,046A,Double,Whole Blood,N,3.59,N,1.4,No
27/06/2018,010F,Double,Serum Frozen,N,17.24,N,9.68,no
27/06/2018,010F,Double,Whole Blood,N,20.86,N,7.24,No
27/06/2018,019T,Double,Serum Frozen,N,0,N,0.09,no
27/06/2018,019T,Double,Whole Blood,N,0,N,34.98,No
27/06/2018,021V,Double,Serum Frozen,P,6589.44,N,11.04,No
27/06/2018,021V,Double,Whole Blood,P,6045.56,N,0,No
27/06/2018,023T,Double,Serum Frozen,P,2225.35,N,0,No
27/06/2018,023T,Double,Whole Blood,P,523.74,N,0,No
27/06/2018,029N,Double,Serum Frozen,N,0,N,8.4,no
27/06/2018,029N,Double,Whole Blood,N,5,N,3.91,No
27/06/2018,036M,Double,Serum Frozen,N,0,N,4.57,no
27/06/2018,036M,Double,Whole Blood,N,0,N,,No
27/06/2018,037M,Double,Serum Frozen,N,34.53,P,63.05,no
27/06/2018,037M,Double,Whole Blood,N,0,N,10.66,No
21/08/2018,002V,Double,Serum Frozen,N,0,N,21.53,no
21/08/2018,002V,Double,Whole Blood,Nx,15.02,Nx,18.92,No
21/08/2018,003M,Double,Serum Frozen,N,2.25,N,14.4,no
21/08/2018,004C,Double,Serum Frozen,N,6.85,N,20.68,no
21/08/2018,004C,Double,Whole Blood,Nx,0,Nx,4.3,No
21/08/2018,006C,Double,Serum Frozen,N,0,N,12.8,no
21/08/2018,006C,Double,Whole Blood,Nx,0,Nx,1.13,No
21/08/2018,011M,Double,Serum Frozen,N,0,N,22.06,no
21/08/2018,011M,Double,Whole Blood,Nx,1.15,Nx,1.6,No
21/08/2018,015C,Double,Serum Frozen,N,22.19,N,11.44,no
21/08/2018,015C,Double,Whole Blood,Nx,8.75,Nx,10.66,No
21/08/2018,015M,Double,Serum Frozen,N,26.65,N,21.82,no
21/08/2018,015M,Double,Whole Blood,Nx,0.61,Nx,0,no
21/08/2018,016M,Double,Serum Frozen,N,13.77,N,32.01,no
21/08/2018,016M,Double,Whole Blood,Nx,0,Nx,0,No
21/08/2018,017M,Double,Serum Frozen,N,4.39,N,14.56,no
21/08/2018,017M,Double,Whole Blood,Nx,9.14,Nx,19.54,No
21/08/2018,018M,Double,Serum Frozen,N,9.83,N,27.07,no
21/08/2018,018M,Double,Whole Blood,Nx,2.22,Nx,1.85,No
21/08/2018,019A,Double,Serum Frozen,N,62.92,N,10.43,no
21/08/2018,019A,Double,Whole Blood,Nx,0,Nx,1.24,No
21/08/2018,019M,Double,Serum Frozen,N,17.26,N,72.45,no
21/08/2018,019M,Double,Whole Blood,Nx,0,Nx,22.79,No
21/08/2018,020T,Double,Serum Frozen,N,0,N,15.79,no
21/08/2018,020T,Double,Whole Blood,Nx,4.94,Nx,32.08,No
21/08/2018,021M,Double,Serum Frozen,P,5535.03,N,5.88,no
21/08/2018,021M,Double,Whole Blood,Nx,0,Nx,0,No
21/08/2018,021T,Double,Serum Frozen,N,3.71,N,18.27,no
21/08/2018,021T,Double,Whole Blood,Nx,3.01,Nx,3.33,No
21/08/2018,023M,Double,Serum Frozen,N,0.24,N,11.03,no
21/08/2018,023M,Double,Whole Blood,Nx,2.72,Nx,11.06,No
21/08/2018,026M,Double,Serum Frozen,N,0,N,16.31,no
21/08/2018,027M,Double,Serum Frozen,N,2.38,N,27.39,no
21/08/2018,027M,Double,Whole Blood,Nx,1.44,Nx,0,No
21/08/2018,027T,Double,Serum Frozen,N,0,N,4.63,no
21/08/2018,027T,Double,Whole Blood,Nx,0,Nx,14.87,No
21/08/2018,028M,Double,Serum Frozen,N,8.88,P,99.86,no
21/08/2018,028M,Double,Whole Blood,Nx,0,Nx,17.45,No
21/08/2018,029M,Double,Serum Frozen,N,1.41,N,9.06,no
21/08/2018,029M,Double,Whole Blood,Nx,10.02,Nx,2.73,No
21/08/2018,030M,Double,Serum Frozen,N,17.99,P,173.19,no
21/08/2018,030M,Double,Whole Blood,Nx,0,Nx,7.76,No
21/08/2018,032T,Double,Serum Frozen,N,76.01,N,59.83,no
21/08/2018,032T,Double,Whole Blood,Nx,0,Nx,16.94,No
21/08/2018,034M,Double,Serum Frozen,N,3.4,N,28.39,no
21/08/2018,034M,Double,Whole Blood,Nx,0,Nx,10.56,No
21/08/2018,036M,Double,Serum Frozen,N,6.56,N,6.99,no
21/08/2018,036M,Double,Whole Blood,Nx,21.09,Nx,32.72,No
21/08/2018,038M,Double,Serum Frozen,P,31.86,N,17.27,no
21/08/2018,038M,Double,Whole Blood,Nx,20,Nx,13.22,No
21/08/2018,039M,Double,Serum Frozen,N,5.91,N,11.47,no
21/08/2018,039M,Double,Whole Blood,Nx,0,Nx,21.53,no
21/08/2018,040M,Double,Serum Frozen,N,0,N,10.63,no
21/08/2018,040M,Double,Whole Blood,Nx,0,Nx,7.52,No
21/08/2018,041M,Double,Serum Frozen,N,0,N,15.46,no
21/08/2018,041M,Double,Whole Blood,Nx,0,Nx,19.91,No
21/08/2018,042M,Double,Serum Frozen,N,27.89,N,15.6,no
21/08/2018,042M,Double,Whole Blood,Nx,0,Nx,10.05,No
21/08/2018,043A,Double,Serum Frozen,N,0,N,16.19,no
21/08/2018,043A,Double,Whole Blood,Nx,0.68,Nx,1.68,No
21/08/2018,043M,Double,Serum Frozen,N,0,N,10.43,no
21/08/2018,043V,Double,Serum Frozen,N,0,N,2.64,no
21/08/2018,043V,Double,Whole Blood,Nx,14.82,Nx,20.33,No
21/08/2018,044M,Double,Serum Frozen,N,13.44,N,18.94,no
21/08/2018,044M,Double,Whole Blood,Nx,0,Nx,24.54,No
21/08/2018,045M,Double,Serum Frozen,N,7.02,N,50.36,no
21/08/2018,045M,Double,Whole Blood,Nx,0,Nx,0,No
21/08/2018,046M,Double,Serum Frozen,N,47.29,N,8.47,no
21/08/2018,046M,Double,Whole Blood,Nx,4.91,Nx,33.56,No
22/08/2018,005C,Double,Serum Frozen,N,8.96,N,17.96,no
22/08/2018,005C,Double,Whole Blood,Nx,130.38,Nx,8.46,No
22/08/2018,017A,Double,Serum Frozen,P,5409.51,N,15.04,no
22/08/2018,017A,Double,Whole Blood,Px,2715.16,Nx,8.35,No
22/08/2018,023T,Double,Serum Frozen,P,2031.73,N,24.86,no
22/08/2018,023T,Double,Whole Blood,Px,187.09,Nx,3.89,No
22/08/2018,036E,Double,Serum Frozen,N,37.15,N,8.77,no
22/08/2018,036E,Double,Whole Blood,Nx,7.2,Nx,0,No
22/08/2018,045A,Double,Serum Frozen,N,0,N,5.8,no
22/08/2018,045A,Double,Whole Blood,Nx,0,Nx,22.96,No
22/08/2018,047M,Double,Serum Frozen,N,0,N,30.55,no
22/08/2018,047M,Double,Whole Blood,Nx,0,Nx,18.49,No
22/08/2018,048M,Double,Serum Frozen,N,14.59,P,298.14,no
22/08/2018,048M,Double,Whole Blood,Nx,0,Nx,6.64,No
22/08/2018,055A,Double,Serum Frozen,N,0,N,17.58,no
22/08/2018,055A,Double,Whole Blood,Nx,0,Nx,0,No
04/09/2018,002V,Double,Serum Frozen,N,12.41,N,36.13,no
04/09/2018,002V,Double,Whole Blood,N,5.6,N,13.53,no
04/09/2018,005T,Double,Serum Frozen,N,4.18,N,23.75,no
04/09/2018,005T,Double,Whole Blood,N,11.04,N,2.27,no
04/09/2018,006M,Double,Serum Frozen,P,5681.8,N,16.3,no
04/09/2018,006M,Double,Whole Blood,P,2706.29,N,5.84,no
04/09/2018,006T,Double,Serum Frozen,N,0,N,28.7,no
04/09/2018,006T,Double,Whole Blood,N,0.82,N,26.52,no
04/09/2018,007M,Double,Serum Frozen,N,0,N,18.81,no
04/09/2018,007M,Double,Whole Blood,N,0,N,6.55,no
04/09/2018,008M,Double,Serum Frozen,N,0,N,10.15,no
04/09/2018,008M,Double,Whole Blood,N,0,N,0,no
04/09/2018,009M,Double,Serum Frozen,P,5862.96,N,31.23,no
04/09/2018,009M,Double,Whole Blood,P,5087.88,N,18.31,no
04/09/2018,012M,Double,Serum Frozen,P,640.78,N,9.87,no
04/09/2018,012M,Double,Whole Blood,P,220.78,N,1.74,no
04/09/2018,013M,Double,Serum Frozen,P,2117.85,N,10.2,no
04/09/2018,013M,Double,Whole Blood,P,811.76,N,19.94,no
04/09/2018,014M,Double,Serum Frozen,P,502.49,N,32.51,no
04/09/2018,014M,Double,Whole Blood,P,155.2,N,9.78,no
04/09/2018,015T,Double,Serum Frozen,P,1739.11,N,14.3,no
04/09/2018,015T,Double,Whole Blood,P,213.41,N,5.7,no
04/09/2018,015V,Double,Serum Frozen,P,,P,,no
04/09/2018,015V,Double,Whole Blood,P,6846.26,P,756.68,no
04/09/2018,016C,Double,Serum Frozen,N,14.39,N,27.76,no
04/09/2018,016C,Double,Whole Blood,N,0,N,0,no
